invoice_id,datetime,customer_id,store,product,category,quantity,unit_price,revenue
INV00011,2024-10-27 18:00:00,K0263,Casablanca,Water,Beverages,1,0.82,0.82
INV00012,2024-06-18 20:00:00,K0193,Casablanca,Olive Oil,Grocery,3,8.09,24.27
INV00012,2024-06-18 20:00:00,K0193,Casablanca,Pasta,Grocery,3,1.85,5.55
INV00012,2024-06-18 20:00:00,K0193,Casablanca,Tomato Sauce,Grocery,1,2.39,2.39
INV00012,2024-06-18 20:00:00,K0193,Casablanca,Water,Beverages,1,0.81,0.81
INV00013,2024-10-11 09:00:00,K0195,Cairo,Rice,Grocery,2,2.6,5.2
INV00014,2024-12-20 08:00:00,K0080,Amman,Bread,Bakery,3,1.24,3.72
INV00014,2024-12-20 08:00:00,K0080,Amman,Butter,Dairy,1,2.49,2.49
INV00014,2024-12-20 08:00:00,K0080,Amman,Cheese,Dairy,2,3.77,7.54
INV00014,2024-12-20 08:00:00,K0080,Amman,Coffee,Beverages,1,6.14,6.14
INV00014,2024-12-20 08:00:00,K0080,Amman,Rice,Grocery,1,2.5,2.5
INV00015,2024-09-19 14:00:00,K0048,Amman,Baby Wipes,Baby,1,4.2,4.2
INV00015,2024-09-19 14:00:00,K0048,Amman,Diapers,Baby,3,13.19,39.57
INV00015,2024-09-19 14:00:00,K0048,Amman,Rice,Grocery,2,2.48,4.96
INV00015,2024-09-19 14:00:00,K0048,Amman,Water,Beverages,2,0.82,1.64
INV00015,2024-09-19 14:00:00,K0048,Amman,Yogurt,Dairy,3,1.9,5.7
INV00016,2024-01-21 20:00:00,K0119,Amman,Bread,Bakery,1,1.23,1.23
INV00016,2024-01-21 20:00:00,K0119,Amman,Coffee,Beverages,1,5.7,5.7
INV00016,2024-01-21 20:00:00,K0119,Amman,Olive Oil,Grocery,3,7.3,21.9
INV00016,2024-01-21 20:00:00,K0119,Amman,Rice,Grocery,2,2.51,5.02
INV00016,2024-01-21 20:00:00,K0119,Amman,Yogurt,Dairy,3,2.07,6.21
INV00017,2024-01-07 19:00:00,K0034,Casablanca,Bread,Bakery,1,1.21,1.21
INV00017,2024-01-07 19:00:00,K0034,Casablanca,Butter,Dairy,3,2.68,8.04
INV00017,2024-01-07 19:00:00,K0034,Casablanca,Milk,Dairy,2,1.1,2.2
INV00018,2024-08-13 18:00:00,K0239,Casablanca,Milk,Dairy,3,1.21,3.63
INV00018,2024-08-13 18:00:00,K0239,Casablanca,Olive Oil,Grocery,1,8.0,8.0
INV00018,2024-08-13 18:00:00,K0239,Casablanca,Pasta,Grocery,2,1.8,3.6
INV00018,2024-08-13 18:00:00,K0239,Casablanca,Sugar,Grocery,1,1.35,1.35
INV00018,2024-08-13 18:00:00,K0239,Casablanca,Tomato Sauce,Grocery,3,2.03,6.09
INV00019,2024-10-22 14:00:00,K0166,Casablanca,Bread,Bakery,1,1.27,1.27
INV00019,2024-10-22 14:00:00,K0166,Casablanca,Butter,Dairy,2,2.47,4.94
INV00020,2024-11-27 21:00:00,K0044,Amman,Milk,Dairy,1,0.99,0.99
INV00020,2024-11-27 21:00:00,K0044,Amman,Pasta,Grocery,2,1.97,3.94
INV00020,2024-11-27 21:00:00,K0044,Amman,Tomato Sauce,Grocery,3,2.24,6.72
INV00020,2024-11-27 21:00:00,K0044,Amman,Yogurt,Dairy,2,1.96,3.92
INV00021,2024-10-24 15:00:00,K0044,Cairo,Dates,Produce,1,5.13,5.13
INV00021,2024-10-24 15:00:00,K0044,Cairo,Pasta,Grocery,3,1.76,5.28
INV00021,2024-10-24 15:00:00,K0044,Cairo,Rice,Grocery,2,2.53,5.06
INV00021,2024-10-24 15:00:00,K0044,Cairo,Tea,Beverages,1,3.51,3.51
INV00021,2024-10-24 15:00:00,K0044,Cairo,Water,Beverages,1,0.76,0.76
INV00022,2024-04-20 10:00:00,K0112,Cairo,Dates,Produce,1,5.22,5.22
INV00023,2024-02-20 19:00:00,K0279,Cairo,Apples,Produce,1,2.53,2.53
INV00023,2024-02-20 19:00:00,K0279,Cairo,Bread,Bakery,3,1.13,3.39
INV00023,2024-02-20 19:00:00,K0279,Cairo,Butter,Dairy,1,2.64,2.64
INV00023,2024-02-20 19:00:00,K0279,Cairo,Milk,Dairy,2,1.0,2.0
INV00023,2024-02-20 19:00:00,K0279,Cairo,Sugar,Grocery,1,1.51,1.51
INV00023,2024-02-20 19:00:00,K0279,Cairo,Water,Beverages,1,0.8,0.8
INV00024,2024-02-11 11:00:00,K0184,Amman,Yogurt,Dairy,1,1.97,1.97
INV00025,2024-07-06 12:00:00,K0068,Cairo,Cheese,Dairy,3,3.99,11.97
INV00025,2024-07-06 12:00:00,K0068,Cairo,Coffee,Beverages,2,5.45,10.9
INV00026,2024-09-15 09:00:00,K0031,Amman,Sugar,Grocery,1,1.4,1.4
INV00027,2024-10-26 21:00:00,K0211,Amman,Apples,Produce,3,2.77,8.31
INV00027,2024-10-26 21:00:00,K0211,Amman,Milk,Dairy,3,1.07,3.21
INV00027,2024-10-26 21:00:00,K0211,Amman,Rice,Grocery,1,2.21,2.21
INV00027,2024-10-26 21:00:00,K0211,Amman,Tea,Beverages,2,3.22,6.44
INV00027,2024-10-26 21:00:00,K0211,Amman,Yogurt,Dairy,3,2.06,6.18
INV00028,2024-04-17 15:00:00,K0021,Casablanca,Apples,Produce,1,3.0,3.0
INV00028,2024-04-17 15:00:00,K0021,Casablanca,Bread,Bakery,2,1.24,2.48
INV00028,2024-04-17 15:00:00,K0021,Casablanca,Butter,Dairy,2,2.31,4.62
INV00029,2024-06-01 18:00:00,K0067,Riyadh,Rice,Grocery,2,2.29,4.58
INV00029,2024-06-01 18:00:00,K0067,Riyadh,Water,Beverages,1,0.84,0.84
INV00030,2024-06-03 08:00:00,K0043,Casablanca,Rice,Grocery,3,2.59,7.77
INV00031,2024-06-28 08:00:00,K0223,Cairo,Bread,Bakery,1,1.29,1.29
INV00031,2024-06-28 08:00:00,K0223,Cairo,Butter,Dairy,2,2.42,4.84
INV00031,2024-06-28 08:00:00,K0223,Cairo,Yogurt,Dairy,3,2.05,6.15
INV00032,2024-12-18 21:00:00,K0095,Amman,Bread,Bakery,2,1.11,2.22
INV00032,2024-12-18 21:00:00,K0095,Amman,Butter,Dairy,3,2.63,7.89
INV00032,2024-12-18 21:00:00,K0095,Amman,Rice,Grocery,2,2.22,4.44
INV00032,2024-12-18 21:00:00,K0095,Amman,Water,Beverages,1,0.75,0.75
INV00033,2024-03-24 17:00:00,K0296,Riyadh,Baby Wipes,Baby,3,4.71,14.13
INV00033,2024-03-24 17:00:00,K0296,Riyadh,Bread,Bakery,3,1.13,3.39
INV00033,2024-03-24 17:00:00,K0296,Riyadh,Diapers,Baby,3,12.92,38.76
INV00033,2024-03-24 17:00:00,K0296,Riyadh,Milk,Dairy,3,1.15,3.45
INV00033,2024-03-24 17:00:00,K0296,Riyadh,Yogurt,Dairy,2,1.86,3.72
INV00034,2024-05-10 10:00:00,K0115,Casablanca,Chicken,Meat,1,8.51,8.51
INV00034,2024-05-10 10:00:00,K0115,Casablanca,Pasta,Grocery,3,1.73,5.19
INV00034,2024-05-10 10:00:00,K0115,Casablanca,Rice,Grocery,2,2.27,4.54
INV00034,2024-05-10 10:00:00,K0115,Casablanca,Tomato Sauce,Grocery,1,2.09,2.09
INV00035,2024-04-24 16:00:00,K0120,Cairo,Rice,Grocery,1,2.47,2.47
INV00036,2024-03-02 18:00:00,K0185,Riyadh,Butter,Dairy,3,2.47,7.41
INV00036,2024-03-02 18:00:00,K0185,Riyadh,Chicken,Meat,1,8.72,8.72
INV00036,2024-03-02 18:00:00,K0185,Riyadh,Olive Oil,Grocery,2,6.87,13.74
INV00036,2024-03-02 18:00:00,K0185,Riyadh,Tea,Beverages,3,3.66,10.98
INV00036,2024-03-02 18:00:00,K0185,Riyadh,Water,Beverages,2,0.83,1.66
INV00037,2024-04-08 19:00:00,K0353,Cairo,Chicken,Meat,2,9.16,18.32
INV00037,2024-04-08 19:00:00,K0353,Cairo,Sugar,Grocery,2,1.53,3.06
INV00038,2024-05-31 12:00:00,K0052,Riyadh,Dates,Produce,2,5.47,10.94
INV00038,2024-05-31 12:00:00,K0052,Riyadh,Rice,Grocery,2,2.5,5.0
INV00038,2024-05-31 12:00:00,K0052,Riyadh,Sugar,Grocery,2,1.58,3.16
INV00038,2024-05-31 12:00:00,K0052,Riyadh,Water,Beverages,3,0.85,2.55
INV00039,2024-01-24 17:00:00,K0220,Cairo,Cheese,Dairy,3,3.89,11.67
INV00039,2024-01-24 17:00:00,K0220,Cairo,Yogurt,Dairy,2,1.79,3.58
INV00040,2024-07-17 14:00:00,K0013,Amman,Bread,Bakery,3,1.29,3.87
INV00040,2024-07-17 14:00:00,K0013,Amman,Butter,Dairy,3,2.31,6.93
INV00040,2024-07-17 14:00:00,K0013,Amman,Chicken,Meat,2,9.24,18.48
INV00040,2024-07-17 14:00:00,K0013,Amman,Rice,Grocery,3,2.46,7.38
INV00041,2024-10-31 12:00:00,K0329,Cairo,Chicken,Meat,2,9.28,18.56
INV00041,2024-10-31 12:00:00,K0329,Cairo,Milk,Dairy,1,1.06,1.06
INV00041,2024-10-31 12:00:00,K0329,Cairo,Tea,Beverages,2,3.57,7.14
INV00041,2024-10-31 12:00:00,K0329,Cairo,Tomato Sauce,Grocery,1,2.21,2.21
INV00042,2024-07-12 09:00:00,K0178,Casablanca,Bread,Bakery,3,1.27,3.81
INV00042,2024-07-12 09:00:00,K0178,Casablanca,Chicken,Meat,1,8.3,8.3
INV00042,2024-07-12 09:00:00,K0178,Casablanca,Dates,Produce,3,4.5,13.5
INV00042,2024-07-12 09:00:00,K0178,Casablanca,Rice,Grocery,1,2.21,2.21
INV00042,2024-07-12 09:00:00,K0178,Casablanca,Yogurt,Dairy,1,1.8,1.8
INV00043,2024-12-27 11:00:00,K0118,Amman,Bread,Bakery,1,1.13,1.13
INV00043,2024-12-27 11:00:00,K0118,Amman,Chicken,Meat,2,7.86,15.72
INV00043,2024-12-27 11:00:00,K0118,Amman,Rice,Grocery,1,2.6,2.6
INV00043,2024-12-27 11:00:00,K0118,Amman,Water,Beverages,2,0.78,1.56
INV00044,2024-12-30 10:00:00,K0398,Casablanca,Coffee,Beverages,1,6.43,6.43
INV00045,2024-03-26 17:00:00,K0042,Casablanca,Pasta,Grocery,1,1.79,1.79
INV00045,2024-03-26 17:00:00,K0042,Casablanca,Tomato Sauce,Grocery,1,1.99,1.99
INV00046,2024-01-31 15:00:00,K0372,Riyadh,Bread,Bakery,1,1.28,1.28
INV00046,2024-01-31 15:00:00,K0372,Riyadh,Butter,Dairy,2,2.47,4.94
INV00046,2024-01-31 15:00:00,K0372,Riyadh,Olive Oil,Grocery,1,6.91,6.91
INV00046,2024-01-31 15:00:00,K0372,Riyadh,Tea,Beverages,3,3.63,10.89
INV00046,2024-01-31 15:00:00,K0372,Riyadh,Water,Beverages,3,0.84,2.52
INV00046,2024-01-31 15:00:00,K0372,Riyadh,Yogurt,Dairy,3,1.96,5.88
INV00047,2024-02-06 16:00:00,K0258,Casablanca,Rice,Grocery,3,2.44,7.32
INV00047,2024-02-06 16:00:00,K0258,Casablanca,Water,Beverages,3,0.84,2.52
INV00047,2024-02-06 16:00:00,K0258,Casablanca,Yogurt,Dairy,2,2.03,4.06
INV00048,2024-06-12 10:00:00,K0124,Cairo,Yogurt,Dairy,3,1.77,5.31
INV00049,2024-02-01 18:00:00,K0386,Amman,Bread,Bakery,1,1.13,1.13
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Bread,Bakery,3,1.25,3.75
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Butter,Dairy,1,2.55,2.55
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Coffee,Beverages,2,6.36,12.72
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Dates,Produce,1,4.9,4.9
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Pasta,Grocery,1,1.7,1.7
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Sugar,Grocery,1,1.62,1.62
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Tea,Beverages,3,3.71,11.13
INV00050,2024-06-19 20:00:00,K0015,Riyadh,Tomato Sauce,Grocery,2,2.13,4.26
INV00051,2024-11-19 20:00:00,K0301,Cairo,Baby Wipes,Baby,3,4.56,13.68
INV00051,2024-11-19 20:00:00,K0301,Cairo,Butter,Dairy,1,2.45,2.45
INV00051,2024-11-19 20:00:00,K0301,Cairo,Chicken,Meat,3,8.46,25.38
INV00051,2024-11-19 20:00:00,K0301,Cairo,Diapers,Baby,1,11.66,11.66
INV00051,2024-11-19 20:00:00,K0301,Cairo,Tea,Beverages,1,3.61,3.61
INV00051,2024-11-19 20:00:00,K0301,Cairo,Tomato Sauce,Grocery,3,2.27,6.81
INV00052,2024-02-10 10:00:00,K0388,Riyadh,Baby Wipes,Baby,2,4.33,8.66
INV00052,2024-02-10 10:00:00,K0388,Riyadh,Bread,Bakery,3,1.09,3.27
INV00052,2024-02-10 10:00:00,K0388,Riyadh,Butter,Dairy,1,2.26,2.26
INV00052,2024-02-10 10:00:00,K0388,Riyadh,Cheese,Dairy,3,4.18,12.54
INV00052,2024-02-10 10:00:00,K0388,Riyadh,Diapers,Baby,3,12.67,38.01
INV00052,2024-02-10 10:00:00,K0388,Riyadh,Olive Oil,Grocery,2,8.02,16.04
INV00053,2024-02-21 08:00:00,K0370,Casablanca,Coffee,Beverages,1,6.37,6.37
INV00053,2024-02-21 08:00:00,K0370,Casablanca,Pasta,Grocery,1,1.88,1.88
INV00053,2024-02-21 08:00:00,K0370,Casablanca,Rice,Grocery,3,2.26,6.78
INV00053,2024-02-21 08:00:00,K0370,Casablanca,Tea,Beverages,1,3.4,3.4
INV00054,2024-02-08 18:00:00,K0356,Cairo,Apples,Produce,2,2.79,5.58
INV00054,2024-02-08 18:00:00,K0356,Cairo,Pasta,Grocery,1,1.9,1.9
INV00054,2024-02-08 18:00:00,K0356,Cairo,Tomato Sauce,Grocery,3,2.08,6.24
INV00054,2024-02-08 18:00:00,K0356,Cairo,Water,Beverages,1,0.76,0.76
INV00055,2024-01-24 10:00:00,K0180,Casablanca,Bread,Bakery,2,1.23,2.46
INV00055,2024-01-24 10:00:00,K0180,Casablanca,Butter,Dairy,3,2.58,7.74
INV00055,2024-01-24 10:00:00,K0180,Casablanca,Coffee,Beverages,2,6.38,12.76
INV00055,2024-01-24 10:00:00,K0180,Casablanca,Rice,Grocery,1,2.32,2.32
INV00056,2024-10-21 10:00:00,K0276,Casablanca,Bread,Bakery,3,1.14,3.42
INV00056,2024-10-21 10:00:00,K0276,Casablanca,Butter,Dairy,2,2.53,5.06
INV00056,2024-10-21 10:00:00,K0276,Casablanca,Diapers,Baby,2,11.19,22.38
INV00056,2024-10-21 10:00:00,K0276,Casablanca,Tea,Beverages,3,3.79,11.37
INV00057,2024-05-26 10:00:00,K0361,Casablanca,Butter,Dairy,1,2.68,2.68
INV00057,2024-05-26 10:00:00,K0361,Casablanca,Coffee,Beverages,3,6.54,19.62
INV00057,2024-05-26 10:00:00,K0361,Casablanca,Sugar,Grocery,2,1.58,3.16
INV00057,2024-05-26 10:00:00,K0361,Casablanca,Water,Beverages,3,0.74,2.22
INV00058,2024-08-15 15:00:00,K0084,Casablanca,Bread,Bakery,2,1.24,2.48
INV00058,2024-08-15 15:00:00,K0084,Casablanca,Butter,Dairy,1,2.39,2.39
INV00058,2024-08-15 15:00:00,K0084,Casablanca,Milk,Dairy,3,0.99,2.97
INV00058,2024-08-15 15:00:00,K0084,Casablanca,Tea,Beverages,2,3.41,6.82
INV00059,2024-09-12 14:00:00,K0066,Riyadh,Bread,Bakery,2,1.16,2.32
INV00059,2024-09-12 14:00:00,K0066,Riyadh,Chicken,Meat,3,8.36,25.08
INV00059,2024-09-12 14:00:00,K0066,Riyadh,Coffee,Beverages,1,5.56,5.56
INV00059,2024-09-12 14:00:00,K0066,Riyadh,Olive Oil,Grocery,1,6.9,6.9
INV00059,2024-09-12 14:00:00,K0066,Riyadh,Rice,Grocery,2,2.46,4.92
INV00059,2024-09-12 14:00:00,K0066,Riyadh,Sugar,Grocery,1,1.59,1.59
INV00060,2024-03-12 09:00:00,K0326,Casablanca,Olive Oil,Grocery,1,7.86,7.86
INV00060,2024-03-12 09:00:00,K0326,Casablanca,Yogurt,Dairy,2,2.08,4.16
INV00061,2024-11-30 19:00:00,K0232,Casablanca,Bread,Bakery,3,1.3,3.9
INV00061,2024-11-30 19:00:00,K0232,Casablanca,Butter,Dairy,1,2.32,2.32
INV00061,2024-11-30 19:00:00,K0232,Casablanca,Coffee,Beverages,1,6.17,6.17
INV00061,2024-11-30 19:00:00,K0232,Casablanca,Milk,Dairy,2,1.1,2.2
INV00061,2024-11-30 19:00:00,K0232,Casablanca,Sugar,Grocery,1,1.48,1.48
INV00061,2024-11-30 19:00:00,K0232,Casablanca,Water,Beverages,3,0.78,2.34
INV00062,2024-02-06 13:00:00,K0052,Riyadh,Coffee,Beverages,1,6.54,6.54
INV00063,2024-02-08 20:00:00,K0166,Amman,Coffee,Beverages,2,6.18,12.36
INV00064,2024-06-01 13:00:00,K0173,Cairo,Baby Wipes,Baby,1,4.28,4.28
INV00064,2024-06-01 13:00:00,K0173,Cairo,Diapers,Baby,1,11.34,11.34
INV00064,2024-06-01 13:00:00,K0173,Cairo,Milk,Dairy,3,1.18,3.54
INV00064,2024-06-01 13:00:00,K0173,Cairo,Water,Beverages,3,0.81,2.43
INV00065,2024-03-08 08:00:00,K0211,Amman,Milk,Dairy,2,1.1,2.2
INV00066,2024-03-27 11:00:00,K0170,Casablanca,Bread,Bakery,2,1.11,2.22
INV00067,2024-12-28 09:00:00,K0120,Cairo,Apples,Produce,1,2.88,2.88
INV00067,2024-12-28 09:00:00,K0120,Cairo,Chicken,Meat,3,7.68,23.04
INV00067,2024-12-28 09:00:00,K0120,Cairo,Pasta,Grocery,1,1.95,1.95
INV00067,2024-12-28 09:00:00,K0120,Cairo,Rice,Grocery,2,2.18,4.36
INV00067,2024-12-28 09:00:00,K0120,Cairo,Tomato Sauce,Grocery,2,2.01,4.02
INV00068,2024-05-17 12:00:00,K0275,Amman,Apples,Produce,3,2.73,8.19
INV00068,2024-05-17 12:00:00,K0275,Amman,Bread,Bakery,2,1.21,2.42
INV00068,2024-05-17 12:00:00,K0275,Amman,Butter,Dairy,2,2.51,5.02
INV00068,2024-05-17 12:00:00,K0275,Amman,Cheese,Dairy,2,3.89,7.78
INV00068,2024-05-17 12:00:00,K0275,Amman,Coffee,Beverages,3,5.63,16.89
INV00068,2024-05-17 12:00:00,K0275,Amman,Olive Oil,Grocery,3,7.13,21.39
INV00068,2024-05-17 12:00:00,K0275,Amman,Sugar,Grocery,3,1.59,4.77
INV00069,2024-02-14 20:00:00,K0288,Casablanca,Chicken,Meat,1,9.23,9.23
INV00069,2024-02-14 20:00:00,K0288,Casablanca,Yogurt,Dairy,3,1.78,5.34
INV00070,2024-09-13 09:00:00,K0042,Casablanca,Pasta,Grocery,3,1.94,5.82
INV00070,2024-09-13 09:00:00,K0042,Casablanca,Sugar,Grocery,2,1.55,3.1
INV00070,2024-09-13 09:00:00,K0042,Casablanca,Tomato Sauce,Grocery,1,2.11,2.11
INV00070,2024-09-13 09:00:00,K0042,Casablanca,Water,Beverages,1,0.88,0.88
INV00071,2024-02-20 09:00:00,K0345,Cairo,Bread,Bakery,2,1.18,2.36
INV00071,2024-02-20 09:00:00,K0345,Cairo,Butter,Dairy,2,2.47,4.94
INV00071,2024-02-20 09:00:00,K0345,Cairo,Tea,Beverages,3,3.66,10.98
INV00071,2024-02-20 09:00:00,K0345,Cairo,Water,Beverages,1,0.76,0.76
INV00072,2024-09-14 16:00:00,K0076,Casablanca,Dates,Produce,3,5.45,16.35
INV00072,2024-09-14 16:00:00,K0076,Casablanca,Yogurt,Dairy,3,1.74,5.22
INV00073,2024-04-24 19:00:00,K0388,Cairo,Apples,Produce,2,2.61,5.22
INV00074,2024-04-20 18:00:00,K0107,Amman,Bread,Bakery,2,1.15,2.3
INV00074,2024-04-20 18:00:00,K0107,Amman,Water,Beverages,2,0.84,1.68
INV00075,2024-07-03 08:00:00,K0044,Cairo,Bread,Bakery,3,1.32,3.96
INV00076,2024-09-05 09:00:00,K0123,Casablanca,Tomato Sauce,Grocery,3,2.27,6.81
INV00077,2024-05-04 17:00:00,K0065,Casablanca,Bread,Bakery,1,1.18,1.18
INV00077,2024-05-04 17:00:00,K0065,Casablanca,Butter,Dairy,1,2.37,2.37
INV00078,2024-10-02 18:00:00,K0369,Cairo,Coffee,Beverages,3,6.56,19.68
INV00078,2024-10-02 18:00:00,K0369,Cairo,Milk,Dairy,1,1.09,1.09
INV00078,2024-10-02 18:00:00,K0369,Cairo,Rice,Grocery,1,2.62,2.62
INV00078,2024-10-02 18:00:00,K0369,Cairo,Sugar,Grocery,3,1.49,4.47
INV00078,2024-10-02 18:00:00,K0369,Cairo,Tea,Beverages,2,3.48,6.96
INV00078,2024-10-02 18:00:00,K0369,Cairo,Tomato Sauce,Grocery,2,2.33,4.66
INV00079,2024-02-08 18:00:00,K0059,Casablanca,Apples,Produce,3,2.54,7.62
INV00079,2024-02-08 18:00:00,K0059,Casablanca,Olive Oil,Grocery,2,7.32,14.64
INV00080,2024-04-20 21:00:00,K0121,Riyadh,Coffee,Beverages,3,5.68,17.04
INV00080,2024-04-20 21:00:00,K0121,Riyadh,Milk,Dairy,3,1.01,3.03
INV00080,2024-04-20 21:00:00,K0121,Riyadh,Olive Oil,Grocery,1,6.92,6.92
INV00080,2024-04-20 21:00:00,K0121,Riyadh,Sugar,Grocery,3,1.46,4.38
INV00080,2024-04-20 21:00:00,K0121,Riyadh,Tea,Beverages,1,3.31,3.31
INV00081,2024-02-27 16:00:00,K0178,Amman,Butter,Dairy,3,2.53,7.59
INV00081,2024-02-27 16:00:00,K0178,Amman,Dates,Produce,2,4.98,9.96
INV00081,2024-02-27 16:00:00,K0178,Amman,Olive Oil,Grocery,3,7.25,21.75
INV00081,2024-02-27 16:00:00,K0178,Amman,Tea,Beverages,2,3.51,7.02
INV00081,2024-02-27 16:00:00,K0178,Amman,Water,Beverages,1,0.78,0.78
INV00082,2024-02-01 18:00:00,K0085,Riyadh,Bread,Bakery,1,1.12,1.12
INV00082,2024-02-01 18:00:00,K0085,Riyadh,Butter,Dairy,3,2.52,7.56
INV00082,2024-02-01 18:00:00,K0085,Riyadh,Coffee,Beverages,1,5.52,5.52
INV00082,2024-02-01 18:00:00,K0085,Riyadh,Yogurt,Dairy,2,1.9,3.8
INV00083,2024-04-08 21:00:00,K0041,Amman,Coffee,Beverages,2,6.17,12.34
INV00083,2024-04-08 21:00:00,K0041,Amman,Dates,Produce,2,5.33,10.66
INV00083,2024-04-08 21:00:00,K0041,Amman,Sugar,Grocery,3,1.57,4.71
INV00083,2024-04-08 21:00:00,K0041,Amman,Tea,Beverages,1,3.78,3.78
